label,message
safe,Went fast asleep dear.take care.
safe,Oh is it? Send me the address
safe,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
safe,No objection. My bf not coming.
suspicious,Account alert log masuk mencurigakan dikesan
safe,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
safe,Now got tv 2 watch meh? U no work today?
safe,Whens your radio show?
safe,"Didn't try, g and I decided not to head out"
safe,I am in hospital da. . I will return home in evening
safe,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
safe,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
safe,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
safe,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
phishing,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY ?1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
safe,Its a great day. Do have yourself a beautiful one.
safe,"What will we do in the shower, baby?"
safe,It's justbeen overa week since we broke up and already our brains are going to mush!
safe,I will come to ur home now
safe,You best watch what you say cause I get drunk as a motherfucker
safe,What happened to our yo date?
safe,Ugh I don't wanna get out of bed. It's so warm.
safe,No da..today also i forgot..
safe,There are many company. Tell me the language.
safe,I'm in town now so i'll jus take mrt down later.
safe,Thanx 4 e brownie it's v nice...
safe,Thts wat Wright Brother did to fly..
safe,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
safe,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
safe,I sent you  &lt;#&gt;  bucks
safe,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
safe,Do you think i can move  &lt;#&gt;  in a week
safe,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
phishing,URGENT This is our 2nd attempt to contact U. Your ?900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
safe,Oh...i asked for fun. Haha...take care. ?_
safe,Sila pastikan anak bawa kad pelajar
safe,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
safe,Dont you have message offer
phishing,PTPTN bayaran tertunggak klik ptptn-pay.xyz
safe,Leave it de:-). Start Prepare for next:-)..
safe,Yar but they say got some error.
safe,That is wondar full flim.
safe,Sweet heart how are you?
safe,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
safe,I sent lanre fakeye's Eckankar details to the mail box
phishing,You have 1 new message. Please call 08718738034.
safe,"Just sent you an email ?? to an address with incomm in it, is that right?"
safe,Just wait till end of march when el nino gets himself. Oh.
safe,Oh oh... Wasted... Den muz chiong on sat n sun liao...
safe,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
phishing,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
safe,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
safe,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
safe,"Just arrived, see you in a couple days &lt;3"
safe,I have gone into get info bt dont know what to do
safe,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
safe,Yo guess what I just dropped
safe,I am in tirupur.  call you da.
safe,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
phishing,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
safe,Merry christmas to u too annie!
phishing,Urgent payment verification needed: http://payment-verification.top
safe,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
safe,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
phishing,Urgent school notice: verify parent contact details: http://school-update.xyz
phishing,"Ur balance is now ?600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
safe,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.
safe,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
safe,PICK UR FONE UP NOW U DUMB?
safe,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!"
phishing,Todays Voda numbers ending with 7634 are selected to receive a ?350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
safe,Maybe i could get book out tomo then return it immediately ..? Or something.
safe,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st..."""
safe,Dai i downloaded but there is only exe file which i can only run that exe after installing.
safe,"Yeah that's what I thought, lemme know if anything's goin on later"
safe,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip
safe,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
safe,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
safe,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur ?rents mayb interested in it, I hav 12,000pes, so around ?48, tb, James."
safe,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
safe,I dont know what to do to come out of this so only am ask questions like this dont mistake me.
safe,Carry on not disturbing both of you
safe,Esok ada ujian spelling English
safe,Have you been practising your curtsey?
safe,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
safe,How much for an eighth?
phishing,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
safe,This pain couldn't have come at a worse time.
safe,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
safe,I am taking half day leave bec i am not well
safe,Y lei?
safe,I am on the way to tirupur.
safe,Maybe you should find something else to do instead???
phishing,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm"
safe,Hi da:)how is the todays class?
safe,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
safe,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao..."
safe,Jus finished avatar nigro
safe,I havent lei.. Next mon can?
safe,"Lets use it next week, princess :)"
safe,"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\"""""
safe,THANX 4 PUTTIN DA FONE DOWN ON ME!!
safe,"Lol, oh you got a friend for the dog ?"
safe,K..k:)where are you?how did you performed?
safe,Any pain on urination any thing else?
safe,How are you. Wish you a great semester
safe,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
safe,Then ?_ come n pick me at 530 ar?
safe,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
safe,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
safe,Lol where do u come up with these ideas?
safe,Ok lor thanx... ?? in school?
safe,K k pa Had your lunch aha.
safe,Sorry i din lock my keypad.
safe,Well then you have a great weekend!
phishing,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!"""
safe,At home by the way
safe,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
safe,Lolnice. I went from a fish to ..water.?
safe,No. She's currently in scotland for that.
safe,I'm fine. Hope you are good. Do take care.
safe,"Tick, tick, tick ... Babe"
safe,And how's your husband.
safe,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
safe,Everybody had fun this evening. Miss you.
safe,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
safe,What happen to her tell the truth
safe,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
safe,No i am not having not any movies in my laptop
safe,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
phishing,Todays Vodafone numbers ending with 4882 are selected to a receive a ?350 award. If your number matches call 09064019014 to receive your ?350 award.
safe,O ic lol. Should play 9 doors sometime yo
safe,I like cheap! But i?? happy to splash out on the wine if it makes you feel better..
safe,"Good stuff, will do."
safe,I am in your office na.
safe,Only once then after ill obey all yours.
phishing,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
suspicious,Urgent message sila baca sekarang
safe,Can you use foreign stamps for whatever you send them off for?
phishing,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
safe,Some are lasting as much as 2 hours. You might get lucky.
safe,Mm yes dear look how i am hugging you both. :-P
safe,Why do you ask princess?
safe,What time you thinkin of goin?
safe,Jus finish bathing...
safe,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
safe,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much"
safe,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
safe,What he said is not the matter. My mind saying some other matter is there.
safe,If You mean the website. Yes.
safe,Two fundamentals of cool life: \Walk
safe,How long does it take to get it.
safe,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
safe,Unlimited texts. Limited minutes.
phishing,Urgent cikgu sila update maklumat melalui portal-guru.site sekarang
safe,"Hmph. Go head, big baller."
phishing,"For ur chance to win a ?250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
safe,Understand. his loss is my gain :) so do you work? School?
safe,WHAT TIME U WRKIN?
safe,Somebody set up a website where you can play hold em using eve online spacebucks
safe,Got it..mail panren paru..
safe,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
safe,"not that I know of, most people up here are still out of town"
safe,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
safe,Just sleeping..and surfing
phishing,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p"
safe,yay! finally lol. i missed our cinema trip last week :-(
safe,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
safe,"K so am I, how much for an 8th? Fifty?"
safe,Indeed and by the way it was either or - not both !
phishing,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
phishing,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a ?500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
safe,Ok... Help me ask if she's working tmr a not?
safe,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
phishing,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
phishing,3. You have received your mobile content. Enjoy
safe,Pls help me tell Ashley that i cant find her number oh
safe,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
safe,Well if I'm that desperate I'll just call armand again
safe,"Haven't seen my facebook, huh? Lol!"
safe,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1."
safe,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
safe,I am not at all happy with what you saying or doing
safe,Yar lor... How u noe? U used dat route too?
phishing,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
safe,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
safe,Where did u go? My phone is gonna die you have to stay in here
safe,Well thats nice. Too bad i cant eat it
safe,"(And my man carlos is definitely coming by mu tonight, no excuses)"
safe,Hey what how about your project. Started aha da.
safe,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
safe,That's one of the issues but california is okay. No snow so its manageable
safe,I HAVE A DATE ON SUNDAY WITH WILL!!
safe,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
safe,"It wont b until 2.15 as trying 2 sort house out, is that ok?"
safe,Latihan BI muka surat 22 hingga 24
safe,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
safe,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
safe,Pls send me your address sir.
phishing,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
safe,?? collecting ur laptop then going to configure da settings izzit?
safe,Apo all other are mokka players only
phishing,Maybank alert akaun anda disekat sila verify di maybank-login.xyz
phishing,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
phishing,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
safe,Sila semak surat yang anak bawa balik
safe,What time do u get out?
safe,Yeah get the unlimited
safe,I.ll post her out l8r. In class
safe,I dun believe u. I thk u told him.
safe,Thats cool. Where should i cum? On you or in you? :)
safe,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
safe,Oh ic. I thought you meant mary jane.
phishing,Maybank2u verify required klik di maybank2u-secure.top
suspicious,Anda diminta isi borang ringkas segera
safe,Hey check it da. I have listed da.
safe,Dear i have reache room
safe,S.i'm watching it in live..
safe,Dude we should go sup again
safe,HAPPY NEW YEAR MY NO.1 MAN
safe,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
phishing,For sale - arsenal dartboard. Good condition but no doubles or trebles!
safe,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
safe,Hey happy birthday...
safe,K..k:)how about your training process?
safe,Haf u eaten? Wat time u wan me 2 come?
phishing,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
safe,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
safe,S:)no competition for him.
safe,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
safe,K... Must book a not huh? so going for yoga basic on sunday?
safe,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
safe,Pls go there today  &lt;#&gt; . I dont want any excuses
phishing,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or ?10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
safe,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
safe,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
safe,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
phishing,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
safe,When you came to hostel.
safe,How many times i told in the stage all use to laugh. You not listen aha.
safe,Mathews or tait or edwards or anderson
phishing,Reply to win ?100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
safe,Thats cool. I want to please you...
safe,Ok lor. Msg me b4 u call.
safe,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
safe,Hey whats up? U sleeping all morning?
safe,Wat time ?_ wan today?
safe,Got smaller capacity one? Quite ex...
safe,I anything lor...
phishing,Semak saman PDRM bayar diskaun di pdrm-diskaun.xyz
safe,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
safe,Yes fine
safe,Wot u up 2? Thout u were gonna call me!! Txt bak luv K
safe,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
safe,What's happening with you. Have you gotten a job and have you begun registration for permanent residency
safe,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
safe,"So check your errors and if you had difficulties, do correction."
safe,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
safe,"Alright, I'll head out in a few minutes, text me where to meet you"
safe,"That's cool, I'll come by like  &lt;#&gt; ish"
safe,Ok no prob...
phishing,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
safe,Love it! I want to flood that pretty pussy with cum...
safe,Did u got that persons story
safe,How many licks does it take to get to the center of a tootsie pop?
safe,Tell them the drug dealer's getting impatient
safe,Like a personal sized or what
safe,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\"""""
safe,Ryder unsold.now gibbs.
safe,You stayin out of trouble stranger!!saw Dave the other day he?s sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!
safe,Mohon pastikan anak masuk kelas online ikut masa
safe,Ok i'm coming home now.
suspicious,Sila kemaskini maklumat peribadi sekarang
phishing,You won iPhone claim now at claim-iphone.site
safe,Thank You meet you monday
safe,"Ta-Daaaaa! I am home babe, are you still up ?"
safe,As in different styles?
safe,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
safe,Send his number and give reply tomorrow morning for why you said that to him like that ok
safe,Got it. Seventeen pounds for seven hundred ml ?? hope ok.
safe,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also bought?braindance?a comp.ofstuff on aphex?s ;abel
safe,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
safe,Anything...
safe,\Hey j! r u feeling any better
safe,Wake me up at  &lt;#&gt;  am morning:)
safe,Great! I have to run now so ttyl!
phishing,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity
safe,Can you just come in for a sec? There's somebody here I want you to see
safe,You've always been the brainy one.
phishing,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890?1.50 per msg
safe,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan?
safe,Yes! How is a pretty lady like you single?
safe,"When you just put in the + sign, choose my number and the pin will show. Right?"
safe,K tell me anything about you.
safe,"I guess you could be as good an excuse as any, lol."
safe,"Received, understood n acted upon!"
safe,That's y i said it's bad dat all e gals know u... Wat u doing now?
safe,I'm going 2 orchard now laready me reaching soon. U reaching?
safe,Come to my home for one last time i wont do anything. Trust me.
safe,Dont kick coco when he's down
safe,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
safe,U should have made an appointment
safe,Hey i've booked the 2 lessons on sun liao...
safe,I'm at home n ready...
phishing,Your Facebook page violated policy. Appeal now: http://facebook-appeal.xyz
phishing,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY ?10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
safe,"Sorry, I can't text &amp; drive coherently, see you in twenty"
safe,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
safe,I love your ass! Do you enjoy doggy style? :)
safe,I finished my lunch already. U wake up already?
safe,Cold. Dont be sad dear
safe,Umma my life and vava umma love you lot dear
safe,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
safe,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
phishing,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
safe,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
safe,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
safe,Aight what time you want me to come up?
safe,Yes:)here tv is always available in work place..
phishing,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
safe,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
safe,Don?? give a flying monkeys wot they think and I certainly don?? mind. Any friend of mine and all that!
safe,U should make a fb list
safe,Whatsup there. Dont u want to sleep
safe,What time you coming down later?
safe,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck"
safe,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
safe,Sorry da. I gone mad so many pending works what to do.
safe,"Bill, as in: Are there any letters for me. i??m expecting one from orange that isn??t a bill but may still say orange on it."
safe,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
safe,Ok i've sent u da latest version of da project.
safe,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
safe,"I'll see, but prolly yeah"
phishing,"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL"
safe,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
phishing,You have 1 new voicemail. Please call 08719181503
safe,Ok which your another number
safe,"I'll text carlos and let you know, hang on"
safe,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
suspicious,Sila hubungi support melalui link
safe,Ok.. ?? finishing soon?
safe,And whenever you and i see we can still hook up too.
safe,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
safe,have you ever had one foot before?
safe,No management puzzeles.
safe,S but mostly not like that.
safe,Then why you came to hostel.
safe,"aight we can pick some up, you open before tonight?"
safe,K actually can you guys meet me at the sunoco on howard? It should be right on the way
phishing,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327"
phishing,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
safe,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
safe,I'm hungry buy smth home...
safe,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
safe,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know."
safe,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
safe,I was gonna ask you lol but i think its at 7
safe,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
phishing,Urgent verify to avoid permanent block klik verify-24h.site
safe,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So"
safe,Check audrey's status right now
safe,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
safe,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
safe,&lt;#&gt;  mins but i had to stop somewhere first.
safe,HMM yeah if your not too grooved out! And im looking forward to my pound special :)
safe,No problem with the renewal. I.ll do it right away but i dont know his details.
safe,I need you to be in my strong arms...
safe,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
safe,K.k:)apo k.good movie.
safe,Convey my regards to him
safe,Hey i'm bored... So i'm thinking of u... So wat r u doing?
safe,Or i go home first lar ?_ wait 4 me lor.. I put down my stuff first..
safe,Still otside le..u come 2morrow maga..
safe,Huh? 6 also cannot? Then only how many mistakes?
safe,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
safe,Yes we are chatting too.
safe,"Nothing really, just making sure everybody's up to speed"
safe,Are you wet right now?
safe,1's finish meeting call me.
safe,Hey we can go jazz power yoga hip hop kb and yogasana
safe,Thank u!
safe,U sick still can go shopping?
safe,It has issues right now. Ill fix for her by tomorrow.
safe,Why did I wake up on my own &gt;:(
safe,Horrible bf... I now v hungry...
safe,"sir, you will receive the account no another 1hr time. Sorry for the delay."
safe,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.
safe,Then mum's repent how?
safe,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO
safe,Dont talk to him ever ok its my word.
safe,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
safe,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
safe,I emailed yifeng my part oredi.. Can ?_ get it fr him..
safe,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy"
safe,"Babe, I'm back ... Come back to me ..."
safe,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
safe,No problem baby. Is this is a good time to talk? I called and left a message.
safe,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
safe,In which place do you want da.
safe,"Haha, my friend tyler literally just asked if you could get him a dubsack"
safe,I'm okay. Chasing the dream. What's good. What are you doing next.
safe,Terima kasih kerana maklumkan anak demam
safe,"That day ?_ say ?_ cut ur hair at paragon, is it called hair sense? Do ?_ noe how much is a hair cut?"
